assemblydist,borough,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
55,B,308,9,41,Ralph-Lincoln Service Center Garden,BQLT,"MULTIPOLYGON (((-73.92296502778554 40.6700104694621, -73.92306049284721 40.6700156896999, -73.92308680032554 40.66973379902193, -73.92300073605666 40.66972921455842, -73.92300007504637 40.66973629217021, -73.92299072373031 40.66973514855947, -73.92296502778554 40.6700104694621)))",,,,,,,,BGT049,77,20,Inactive (No Group),"11,233"
57,B,308,9,35,Prospect Heights Community Farm,BANG,"MULTIPOLYGON (((-73.96783677743201 40.67792074166718, -73.96759697464407 40.67787037253653, -73.96746853562017 40.67823102661758, -73.96770834079078 40.67828139601403, -73.96783677743201 40.67792074166718)))",,,,,,,,BGT048,77,20,Active,"11,238"
54,B,304,7,34,People's Garden BQLT (Youth City Little League),BQLT,"MULTIPOLYGON (((-73.92552929526408 40.691908091012884, -73.92560943182255 40.69195273175934, -73.92579882048557 40.69175947959185, -73.92571868403256 40.691714838976175, -73.92563896914757 40.691669940129486, -73.92555780365461 40.691624226224796, -73.92536841467718 40.691817477998946, -73.92544958027452 40.69186319293659, -73.92552929526408 40.691908091012884)))",,,,,,,,BGT046,83,18,Active,"11,221"
50,B,301,12,33,Northside Community Garden,BQLT,"MULTIPOLYGON (((-73.95721890722965 40.71585065920366, -73.95741892796318 40.71597470121134, -73.957468670882 40.71592772016458, -73.95726865138093 40.71580367734249, -73.95721890722965 40.71585065920366)))",,,,,,,,BGT044,94,18,Active,"11,211"
57,B,308,9,36,Mama Dee's Community Garden,BQLT,"MULTIPOLYGON (((-73.95289023004216 40.6751635644326, -73.95287993233458 40.675266329688434, -73.95326170635427 40.67528596354844, -73.95328367603648 40.67522072205546, -73.95309808956316 40.675182647519414, -73.953099818006 40.67517534234582, -73.95289023004216 40.6751635644326)))",,,,,,,,BGT042,77,25,Active,"11,216"
52,B,306,7,39,Lincoln-Berkeley Community Garden,BQLT,"MULTIPOLYGON (((-73.97900007164277 40.67704528558025, -73.97883712415536 40.67728785708012, -73.97892948579913 40.677323903623034, -73.97909239398729 40.677081391420316, -73.97900007164277 40.67704528558025)))",,,,,,,,BGT040,78,25,Active,"11,217"
53,B,304,7,34,La Finca Community Garden,BQLT,"MULTIPOLYGON (((-73.92938949677897 40.7041047994683, -73.92965505446462 40.7042548864913, -73.92972871873314 40.70422611330555, -73.92973443543866 40.704220290483526, -73.92943966793736 40.70405369466624, -73.92943565225943 40.70405778323011, -73.92938949677897 40.7041047994683)))",,,,,,,,BGT039,83,18,Active,"11,237"
57,B,303,8,35,Greene Acres Community Garden,NYRP,"MULTIPOLYGON (((-73.95718114952899 40.68815168904867, -73.9575611985269 40.68810736697722, -73.95753935944232 40.6879952918106, -73.95743118834054 40.68800762040073, -73.95738571851533 40.68777234260014, -73.95711019682399 40.6877978067219, -73.95715086343742 40.688000634637554, -73.95718114952899 40.68815168904867)))",,,,,,,,BGT038,79,25,Active,"11,238"
52,B,306,7,39,Green Space at President Street,BANG,"MULTIPOLYGON (((-73.98094815983904 40.675891329532504, -73.98091315751326 40.67594109068217, -73.98121535831274 40.67605752024945, -73.98125049766269 40.676007813061794, -73.98094815983904 40.675891329532504)))",,,,,,,,BGT037,78,25,Active,"11,215"
52,B,306,7,39,Gil Hodges (Carroll Street Garden),NYRP,"MULTIPOLYGON (((-73.9849009769399 40.676210842489475, -73.9847696441376 40.67614870676989, -73.98461407193976 40.676335578005265, -73.98475257469013 40.6763891032289, -73.9849009769399 40.676210842489475)))",,,,,,,,BGT036,78,20,Active,"11,215"
60,B,305,8,42,Euclid / Pine Street Block Association Garden,BQLT,"MULTIPOLYGON (((-73.86982552812344 40.66979337030023, -73.86977464394728 40.66959673807513, -73.86977224819233 40.66958747175032, -73.86969105907177 40.66959988618998, -73.86961970920504 40.66961079525393, -73.86967053381552 40.66981831472411, -73.86967137102808 40.6698183796092, -73.86982552812344 40.66979337030023)))",,,,,,,,BGT035,75,19,Active,"11,208"
42,B,314,9,45,Brooklyn College Garden,PRI,"MULTIPOLYGON (((-73.95651296734728 40.63067509784038, -73.95651246782344 40.630654443335075, -73.95651123309234 40.63063380656202, -73.95650926432673 40.630613202830446, -73.9565069355414 40.63059548242627, -73.95650656269869 40.63059264835016, -73.95650313056402 40.630572156629796, -73.95649979149334 40.63055577491573, -73.95649896909482 40.63055174387902, -73.9564940830103 40.63053142450795, -73.9564884746645 40.63051121472666, -73.95648214995921 40.63049112804512, -73.95647721510939 40.63049303888073, -73.95633135427865 40.63050807358098, -73.95641830931882 40.630971499522545, -73.95645488727826 40.63092077540996, -73.95648297810794 40.63086700341704, -73.9565021545921 40.630811002861115, -73.95651212306107 40.630753628228476, -73.95651273167255 40.63069575566969, -73.95651296734728 40.63067509784038)))",,,,,,,,BGT034,70,21,Not GreenThumb,"11,210"
56,B,303,8,36,Bedford Stuyvesant Community Garden (Lola Bryant Comm. Garden),NYRP,"MULTIPOLYGON (((-73.93045541761943 40.690460498470664, -73.93043447175401 40.69036184896907, -73.93012789958296 40.690397937723205, -73.93013668045391 40.69044281744125, -73.9301470534699 40.69049584056754, -73.93045541761943 40.690460498470664)))",,,,,,,,BGT033,81,25,Active,"11,221"
51,B,307,7,38,64th Street Community Garden,NYSDOT,"MULTIPOLYGON (((-74.02139615038637 40.63941332817933, -74.02142053895248 40.63938687630774, -74.02140268057735 40.639291812783064, -74.02137825402485 40.63919960962256, -74.0213472586718 40.639104548528856, -74.02132002422307 40.639033074914146, -74.02131439055486 40.639019495236774, -74.0213050037966 40.63901020452435, -74.02129092496018 40.63899662550963, -74.02126840095855 40.63898304895601, -74.02116610592385 40.63892659990792, -74.02094660538958 40.639138931969164, -74.02139615038637 40.63941332817933)))",,,,,,,,BGT032,72,23,Active,"11,220"
54,B,304,8,37,Contented Hart Garden,BQLT,"MULTIPOLYGON (((-73.90703224381386 40.68368950911445, -73.90710946767 40.683732856507554, -73.9073494512872 40.683494970176255, -73.90727690000199 40.68345424540418, -73.90703224381386 40.68368950911445)))",,,,,,,,BGT031,83,18,Active,"11,207"
56,B,308,8,36,Imani Community Garden (Schenectady),NYRP,"MULTIPOLYGON (((-73.93308062412206 40.676339227324654, -73.93308981416395 40.6762251635324, -73.93309318572273 40.67618330865443, -73.93307773572175 40.67618246669258, -73.93272431839601 40.67616319758186, -73.9327187473275 40.676219580972955, -73.93271306751126 40.67627705842558, -73.9327076003764 40.67633240178132, -73.9327958310203 40.6763372125724, -73.93288291915691 40.67634196139435, -73.93306324686222 40.676351792908335, -73.9330795401903 40.67635268128889, -73.93308062412206 40.676339227324654)))",,,,,,,,BGT030,77,25,Active,"11,213"
55,B,304,8,37,Cooper Street Gardeners,NYRP,"MULTIPOLYGON (((-73.91062851980125 40.68432082023365, -73.91070421491455 40.684243953462314, -73.9103979296528 40.684076816744586, -73.91038559728744 40.684089340499845, -73.91034215382798 40.684133456175985, -73.91032223319209 40.68415368421561, -73.91062851980125 40.68432082023365)))",,,,,,,,BGT029,83,18,Active,"11,207"
57,B,302,8,35,Hollenback Community Garden,BQLT,"MULTIPOLYGON (((-73.96586192561313 40.6851875720179, -73.96585059460762 40.685131135254565, -73.9658423137687 40.6850898937653, -73.96583463235031 40.68505163675609, -73.96574697635307 40.68506175048306, -73.96534470247542 40.68510816498956, -73.96537200067833 40.68524409856736, -73.96586192561313 40.6851875720179)))",,,10:00a - 4:00p,10:00a - 4:00p,,,,BGT028,88,25,Active,"11,238"
55,B,316,8,37,McLeod Community Garden,NYRP,"MULTIPOLYGON (((-73.90524136714252 40.672880366447444, -73.90527599176707 40.67301609456202, -73.90544750532845 40.67299031610453, -73.90537817835421 40.672719917107045, -73.90520699669948 40.67274564440556, -73.90521868324977 40.672791449757646, -73.9052300251905 40.67283590675245, -73.90524136714252 40.672880366447444)))",,,,,,,,BGT027,73,19,Active,"11,212"
54,B,305,7,37,Essex Street Community Garden,NYRP,"MULTIPOLYGON (((-73.88292238772549 40.68010807751329, -73.88288610304426 40.680139905315414, -73.88294140502519 40.68036999727624, -73.88297034740879 40.68038486540479, -73.88307481930543 40.680352681844745, -73.88293950460722 40.680105585192955, -73.88292238772549 40.68010807751329)))",,,,,,,,BGT025,75,18,Active,"11,208"
52,B,306,7,39,GreenSpace Native Plant Community Garden and Environmental Center,DEP,"MULTIPOLYGON (((-73.98250732979434 40.67784987514282, -73.98271227498701 40.67755454723182, -73.98241825645336 40.67744011120581, -73.98233743734129 40.677559267531244, -73.982251780571 40.6775259281048, -73.98217581843281 40.67749636237249, -73.98202265838829 40.67772217230248, -73.98247171685729 40.677901193651714, -73.98250732979434 40.67784987514282)))",,,,,,,,BGT024,78,25,Active,"11,217"
57,B,308,9,35,St. Mark's Avenue / Prospect Heights Community Garden,BQLT,"MULTIPOLYGON (((-73.96890554814559 40.6790913441896, -73.96899242559299 40.67910962196422, -73.9691193954569 40.67876052483274, -73.96903251250819 40.678742262460354, -73.9690062613204 40.67881444243805, -73.96897890389043 40.67888965504376, -73.96895972913393 40.67894237679849, -73.96894215086535 40.67899070897247, -73.96892280668742 40.6790438953402, -73.96890554814559 40.6790913441896)))",,,,,,,,BGT023,78,25,Active,"11,238"
56,B,303,8,36,Garden of Hope,NYRP,"MULTIPOLYGON (((-73.9400380964292 40.68330702643764, -73.94009420810829 40.683595593011155, -73.94016709335591 40.68358718681155, -73.9401109813693 40.683298619372735, -73.9400380964292 40.68330702643764)))",,,,,,,,BGT022,79,25,Active,"11,216"
56,B,303,8,41,Patchen Avenue Garden,BQLT,"MULTIPOLYGON (((-73.92714108685271 40.69072212000139, -73.92715407662863 40.69078613852196, -73.92718224868868 40.69078288658693, -73.92750226936786 40.69074595056018, -73.92748927453232 40.690681932976176, -73.92714108685271 40.69072212000139)))",,,,,,,,BGT021,81,25,Active,"11,221"
52,B,302,8,33,Bridge Plaza Community Garden,NYRP,"MULTIPOLYGON (((-73.98487670268507 40.69770474131828, -73.98487261110546 40.697700217507034, -73.98486784620881 40.697696092534024, -73.98486488162955 40.69769406779239, -73.98486247424003 40.697692423140204, -73.9848565709108 40.697689260664724, -73.98485021784991 40.69768665014379, -73.98471099606947 40.69767569951362, -73.98469939524257 40.6976747866535, -73.98469388640513 40.697746816103894, -73.9846915781951 40.697777001871664, -73.98459870809019 40.69777251753729, -73.98459593520651 40.69782163201046, -73.9848707870379 40.6978288473528, -73.98487434879321 40.697754122405286, -73.98487670268507 40.69770474131828)))",,,,,,,,BGT020,84,25,Active,"11,201"
55,B,305,8,37,Williams Avenue Community Garden,NYRP,"MULTIPOLYGON (((-73.90043645727953 40.674249865130825, -73.90045396098957 40.674317990770206, -73.90080784084081 40.674265607246284, -73.9007993339949 40.674232497860835, -73.90079033796985 40.67419747895979, -73.90043645727953 40.674249865130825)))",,,,,,,,BGT019,75,19,Active,"11,207"
54,B,304,7,34,Woodbine Street Block Association Garden,BQLT,"MULTIPOLYGON (((-73.91651824718974 40.692624778957445, -73.91657293521781 40.6925691074565, -73.91627644959033 40.69240208465364, -73.91622209888818 40.69245755094347, -73.91651824718974 40.692624778957445)))",,,,,,,,BGT018,83,18,Active,"11,221"
56,B,303,8,36,Heaven's Gate Community Garden (Hart Street),BQLT,"MULTIPOLYGON (((-73.94460435829268 40.694027678809654, -73.94466924868361 40.69402018984188, -73.9446124301257 40.69373636224716, -73.94454754118772 40.693743851183704, -73.94447559551124 40.69375215524564, -73.94453466399395 40.694035722843225, -73.94460435829268 40.694027678809654)))",,,,,,,,BGT017,79,25,Active,"11,206"
56,B,308,9,36,1100 Bergen Street Community Garden,BQLT,"MULTIPOLYGON (((-73.949424143604 40.676146903380214, -73.94906228515929 40.6761273241424, -73.94906095330667 40.67614129684272, -73.94903398587257 40.676424191562084, -73.94910901238516 40.67642830860678, -73.9491762836186 40.676432000736206, -73.94925336931404 40.67643623296173, -73.94932277424388 40.67644004211292, -73.94939581731941 40.676444051836214, -73.94940302470467 40.67636843967156, -73.94940824452677 40.6763136888604, -73.94941346434159 40.676258936247635, -73.94942279275054 40.67616107599063, -73.949424143604 40.676146903380214)))",,,,,,,,BGT016,77,25,Active,"11,216"
52,B,302,7,33,David Foulke Memorial Garden,BQLT,"MULTIPOLYGON (((-73.98434912510862 40.68393742498241, -73.98418110065646 40.6841852171299, -73.98417847953584 40.684189081775166, -73.98427963985259 40.68422778892061, -73.98428196158183 40.68422436548395, -73.98444994670764 40.68397663081798, -73.98439857070831 40.68395665316659, -73.98434912510862 40.68393742498241)))",,,,,,,,BGT015,84,25,Active,"11,217"
53,B,301,7,34,Scholes Street Children’s Garden,NYRP,"MULTIPOLYGON (((-73.94419524779872 40.708626928425026, -73.94437421001179 40.70860996026137, -73.94432890819853 40.708333715531495, -73.94423942805977 40.70834220006373, -73.94414994671558 40.70835068362533, -73.94419524779872 40.708626928425026)))",,,,,,,,BGT014,90,18,Active,"11,206"
57,B,302,8,35,Clifton Place Block Association Garden,BQLT,"MULTIPOLYGON (((-73.96253645690656 40.687569497513046, -73.96215928313777 40.687613681173104, -73.96217652463194 40.68770248828599, -73.96233434306322 40.687682771075586, -73.96233617269063 40.68769617131635, -73.96255548832394 40.68766752100807, -73.96253645690656 40.687569497513046)))",,,,,,,,BGT013,88,25,Active,"11,238"
54,B,304,7,34,Concerned Citizens of Grove Street Community Garden,BQLT,"MULTIPOLYGON (((-73.92159581298293 40.69234188069763, -73.92160614381736 40.692347775291445, -73.92160735083642 40.692346534305756, -73.92167506697902 40.69227695002069, -73.92169641658212 40.69225501093453, -73.92169736537471 40.69225403542363, -73.92168896049273 40.69224923987428, -73.92168781012705 40.69224858351776, -73.92168742753675 40.69224897137868, -73.92135506693444 40.692058721108076, -73.92126649383623 40.69214865514851, -73.92126314170542 40.692152059497104, -73.92159543039153 40.692342268558214, -73.92159581298293 40.69234188069763)))",,,,,,,,BGT012,83,18,Active,"11,221"
57,B,302,8,35,Classon / Fulgate Block Association Garden,BQLT,"MULTIPOLYGON (((-73.95911380179041 40.68385659724319, -73.95914070135848 40.6839921809825, -73.95951741409296 40.68394822766665, -73.95950878016097 40.68390489189496, -73.95950011911265 40.683861424637826, -73.95949047333275 40.683813013211164, -73.95949040257253 40.683812658383744, -73.95911380179041 40.68385659724319)))",,,,,,,,BGT011,88,25,Active,"11,238"
57,B,303,8,35,Jane Bailey Memorial Garden,NYRP,"MULTIPOLYGON (((-73.9582672108974 40.68796691363415, -73.95827240938848 40.68796631577721, -73.95834423823928 40.687958047170135, -73.958286307178 40.68766018132022, -73.95813761251533 40.68767729831718, -73.95819554884345 40.687975162442434, -73.95820202388889 40.687974417368224, -73.9582672108974 40.68796691363415)))",,,,,,,,BGT010,79,25,Active,"11,238"
46,B,313,8,47,West 23rd Street Community Garden,DCAS,"MULTIPOLYGON (((-73.99174090190424 40.579083517956384, -73.99174027517367 40.57908012113455, -73.99172062600734 40.578972314382234, -73.99170207690855 40.57887057543615, -73.99169638802555 40.57883937636839, -73.99168674599514 40.57879009989378, -73.99166281743709 40.57866782049623, -73.99164826181615 40.57859343614849, -73.99163174927513 40.57850905313669, -73.99161791016901 40.57843833216831, -73.99160984632118 40.57839712449669, -73.99065254482944 40.57850335836865, -73.99078494525291 40.57919138116978, -73.99174090190424 40.579083517956384)))",,,,,,,,BGT009,60,23,Not GreenThumb,"11,224"
54,B,304,8,34,Madison Street Association,NYRP,"MULTIPOLYGON (((-73.9190191064913 40.688886946643485, -73.91872438267002 40.68871935947635, -73.91869183619411 40.688752748247154, -73.9186830543142 40.68876175708519, -73.91897777703704 40.68892934345598, -73.9190191064913 40.688886946643485)))",,,,,,,,BGT008,83,18,Active,"11,221"
54,B,303,8,36,John the Baptist Community Garden,BQLT,"MULTIPOLYGON (((-73.9352547313746 40.69640390604713, -73.93523565905865 40.69630878406005, -73.93483230937018 40.69635507596737, -73.93485337141152 40.69644997041711, -73.9352547313746 40.69640390604713)))",,,,,,,,BGT006,81,18,Closed (Construction),"11,206"
56,B,303,8,36,Garden of Angels,BQLT,"MULTIPOLYGON (((-73.9286932900816 40.690902049481174, -73.92869207580719 40.690895841489734, -73.92864280243312 40.690619747746574, -73.92855367337955 40.69063003664467, -73.9286029452101 40.690906129524386, -73.92860421360278 40.69091261220692, -73.9286932900816 40.690902049481174)))",,,,,,,,BGT005,81,25,Active,"11,221"
52,B,302,9,39,Brooklyn Bears/Pacific Street Garden,BANG,"MULTIPOLYGON (((-73.97740944412945 40.68332529922337, -73.97740498274531 40.68332354684766, -73.97701799224102 40.68317678187706, -73.9772744259681 40.68352186564794, -73.97740944412945 40.68332529922337)))",,,,,,,,BGT004,78,25,Active,"11,217"
54,B,304,8,37,Decatur Street Community Garden,NYRP,"MULTIPOLYGON (((-73.91020300782854 40.68594981460375, -73.91025119726206 40.68590144055717, -73.91024404220634 40.685897395269976, -73.90994491602464 40.685728278236226, -73.90989261391894 40.68578146488513, -73.91019173902608 40.685950580251784, -73.9101984602653 40.6859543802638, -73.91020300782854 40.68594981460375)))",,,,,,,,BGT003,83,18,Active,"11,207"
56,B,303,8,41,Central Bainbridge Street Community Garden,BQLT,"MULTIPOLYGON (((-73.92575327708728 40.68195521406367, -73.92576943751332 40.68195337033082, -73.92576919397298 40.68195218509671, -73.92575240280577 40.68187032830553, -73.92574125538198 40.68181598767138, -73.92570754036439 40.681657922015944, -73.92554816872993 40.68167543397034, -73.92552792223026 40.681677658646784, -73.92558770128852 40.68197410165734, -73.92566105261959 40.68196573466274, -73.92575327708728 40.68195521406367)))",,,,,,,,BGT002,81,25,Active,"11,233"
